id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
12923,0.05,17531,105140,0,0,0,98.19,17,A,Rural,1
68338,0.081,12056,135140,0,0,0,99.58,9,C,Urban,1
19410,0.479,11327,199250,0,0,0,98.95,12,D,Urban,1
91303,0,23731,150120,0,0,0,99.3,5,A,Rural,1
5284,0,13883,150070,1,0,0,98.98,7,A,Urban,1
42003,0.235,23731,1200090,0,0,0,99.87,6,A,Urban,1
15766,0.053,29210,170530,0,0,0,99.11,16,B,Urban,1
92445,0.272,18987,240040,0,0,0,99.45,10,C,Urban,1
75897,0.015,27754,162550,0,0,0,99.23,14,A,Urban,1
110355,0.003,23365,162030,0,0,0,98.09,15,A,Urban,1
12207,0.238,15706,102120,1,0,0,99.86,7,E,Rural,1
65641,0.027,20446,420050,0,0,0,99.89,10,A,Urban,1
13732,0.019,11329,180050,0,0,0,99.36,14,B,Rural,1
105427,0.371,18985,132410,0,0,0,98.9,10,A,Rural,1
61756,0.041,22640,185940,0,0,0,99.19,11,A,Urban,1
95372,0.022,21546,277910,0,0,0,99.47,15,D,Urban,1
68956,0.035,23003,182670,0,0,0,99.44,6,A,Rural,1
81570,0.977,16795,162610,0,1,0,99.66,9,A,Urban,1
102029,0.083,24830,100050,0,0,0,97.83,26,A,Urban,1
56795,0,13510,279530,0,0,0,98.1,12,C,Urban,1
28397,0.155,28113,200030,0,0,0,99.25,27,A,Urban,1
103856,0.719,10591,150080,0,0,0,99.62,11,A,Urban,1
55189,0.909,10229,67840,0,0,0,98.63,7,A,Rural,1
7957,0.649,14610,180050,0,0,0,99.11,7,A,Urban,1
87997,0.24,23738,124470,0,0,0,99.1,9,B,Urban,1
47587,0.061,23736,437550,0,0,0,99.65,7,D,Rural,1
108319,0.259,18991,251600,0,0,0,97.72,23,B,Rural,1
78088,0.081,14243,204030,0,0,0,99.76,10,D,Urban,1
101319,0.037,27749,86550,1,0,0,99.04,10,A,Urban,1
15511,0.036,21540,58080,0,0,0,98.9,8,A,Rural,1
58416,0.863,18623,93050,0,0,0,99.56,5,A,Rural,0
90163,0.742,14243,223840,1,0,1,99.16,7,D,Rural,1
85066,0.548,18987,562110,0,0,1,99.15,26,A,Urban,1
43383,0.519,18626,349350,0,0,0,99.07,13,A,Urban,1
37878,0.267,18629,187540,0,0,0,97.96,27,D,Urban,1
110070,0.652,17898,342100,2,0,0,98.59,28,A,Rural,0
110523,0.234,18628,402060,0,0,0,98.93,7,B,Urban,1
49527,0.068,18995,78990,2,0,1,98.65,8,B,Urban,1
45695,0.012,17164,194570,0,0,0,98.32,10,C,Urban,1
79257,0.463,17167,485030,0,0,0,99.25,17,A,Urban,1
22315,0.618,17895,76850,0,0,0,99.06,8,A,Rural,0
2393,0.972,14241,156030,1,0,1,99.03,14,C,Rural,1
63335,0.081,16805,135060,0,0,0,99.44,15,B,Rural,1
26892,0.096,12056,100130,0,0,1,99.21,15,A,Urban,1
5862,0.052,17897,752520,0,0,0,99.72,11,D,Urban,1
69508,0.002,18262,300100,0,0,0,98.88,14,C,Rural,1
87846,0.19,24829,252950,0,0,0,98.92,18,A,Urban,1
29254,0.64,14976,135120,0,0,0,98.11,5,B,Rural,1
37240,0.002,8404,90040,0,0,0,,4,A,Rural,1
60131,0.422,24096,117540,0,0,0,99.76,8,A,Urban,1
26894,0.741,12420,240120,0,2,0,99.5,6,A,Rural,1
63444,0.215,15700,120140,3,0,1,98.16,17,B,Urban,0
33831,0.407,18629,75060,0,0,0,98.75,13,C,Urban,1
91364,0.072,19353,72130,0,0,0,97.53,8,A,Urban,1
92785,0.648,21548,232680,0,0,0,98.93,15,A,Rural,1
89075,0.001,21905,168140,0,0,0,98.86,7,A,Rural,1
34071,0.734,16075,189540,0,0,0,99.56,7,A,Urban,1
97717,0.191,23372,348050,0,0,0,98.98,18,A,Rural,1
47818,0.877,20812,304100,0,0,0,98.71,6,B,Urban,1
23482,0.318,17890,123030,0,0,0,98.65,9,A,Rural,1
52584,0.508,23370,1080070,0,0,0,98.71,24,A,Rural,1
64190,0.215,12058,69130,1,0,0,99.53,10,B,Urban,1
7049,0.059,26658,315080,0,0,0,99.87,11,A,Urban,1
42871,0.982,20081,217920,0,0,0,97.68,16,A,Urban,1
102440,0.029,21547,203630,0,0,0,98.69,10,B,Urban,1
69268,0.765,15337,282220,0,0,0,99.4,13,C,Rural,1
70359,0.797,11689,61010,3,0,0,99.34,9,D,Urban,1
113169,0,13878,123440,1,0,0,99.24,17,C,Rural,1
58251,0.924,18624,195140,1,0,0,98.99,11,C,Rural,1
108031,0.023,26656,66980,0,0,0,99.23,11,B,Rural,1
45541,0.832,17898,90050,1,2,0,99.18,5,A,Rural,0
36485,0.379,12787,61410,0,0,0,97.18,6,D,Rural,1
109926,0.051,21550,135090,0,0,0,98.61,12,A,Urban,1
96260,0.159,21177,400080,0,0,0,99.51,8,A,Urban,1
72912,0.023,27755,300030,0,0,0,99.88,9,B,Rural,1
55298,0.005,23370,78880,0,0,0,99.65,9,A,Urban,1
48995,0.998,17163,209220,1,0,0,98.19,7,D,Urban,1
87228,0.067,26654,249130,0,0,0,99.81,12,A,Urban,1
29057,0.057,18260,152950,7,0,0,98.8,21,C,Urban,1
53376,0.442,15708,154040,0,0,1,99.75,6,B,Urban,1
23061,1,15707,66250,1,0,0,98.77,4,B,Rural,1
81256,0.654,16440,228030,0,0,0,99.27,9,C,Rural,1
37925,0.066,23001,292550,0,0,0,98.47,26,C,Rural,1
45910,0.219,22276,85740,0,0,0,98.8,19,B,Urban,1
23291,0.119,22641,249100,2,2,1,99.13,7,A,Urban,0
30684,0.526,17533,251650,0,0,0,98.75,8,A,Urban,1
28729,0.063,22276,60110,0,0,0,99.43,9,A,Urban,1
101330,0.831,17168,211530,0,0,0,98.35,14,A,Urban,1
23760,0.027,20815,303130,0,0,0,99.13,13,D,Urban,1
103803,0.002,15706,102150,0,0,0,99.01,11,D,Urban,1
30837,0.992,17166,44220,2,0,0,99.07,8,A,Rural,1
15673,0.115,16433,207070,0,0,0,98.97,16,A,Rural,1
52462,0.428,21182,141040,0,0,0,98.53,22,A,Rural,1
72793,1,23731,96970,1,2,0,98.65,6,A,Urban,1
63158,0.002,16065,96080,0,0,0,98.58,9,A,Urban,1
101829,0.028,32855,75040,0,0,0,99.88,7,A,Rural,1
58065,0.528,21912,123060,4,4,0,99.4,12,B,Urban,0
41502,0.635,22271,132120,2,0,0,99,8,A,Urban,0
70425,0.328,12416,192120,0,0,0,98.42,10,B,Rural,1
30079,0.17,13146,400120,0,0,0,99.3,15,C,Rural,1
54040,0.008,29939,45070,0,0,0,99.47,29,A,Urban,1
33528,0.997,26289,204300,0,0,0,98.33,18,A,Urban,1
26798,1,14246,108120,0,0,0,99.63,3,B,Urban,1
23728,0.003,16074,137580,0,0,0,98.36,12,B,Rural,1
56382,0.01,22273,90030,2,0,0,99.83,26,A,Rural,1
56702,0.254,21545,210040,0,0,0,99.7,6,B,Urban,1
29961,0.415,13517,87080,0,0,0,99.78,4,C,Rural,1
72982,0.67,19720,177670,0,0,0,99.59,10,B,Urban,1
101647,0.137,17900,294760,1,0,0,98.97,15,D,Rural,1
58916,0.03,22636,90090,0,0,0,98.7,12,A,Rural,1
68893,0.56,10598,93600,1,0,0,99.53,6,A,Urban,1
6116,0.406,13520,354050,0,0,0,98.93,18,B,Rural,1
33887,0.011,22277,140090,0,0,0,99.21,9,D,Urban,1
84395,0.084,13151,150080,0,0,0,98.92,17,C,Rural,1
90941,0.277,12415,78130,0,0,0,99.27,10,A,Urban,1
27009,0.384,15700,42100,0,0,0,99.48,8,B,Urban,1
83916,0.503,15335,287590,0,0,0,99.67,6,A,Rural,1
8682,0.042,22278,225100,0,0,0,98.95,5,B,Urban,1
94998,0.008,25563,140030,0,0,0,98.54,17,A,Urban,1
34575,0.01,17166,153810,0,0,0,,4,D,Urban,1
51154,0.886,17897,121380,1,1,0,98.96,9,A,Rural,1
98141,0.03,17527,90090,0,0,0,99.28,18,A,Rural,1
67760,1,14247,174690,0,0,0,99.14,9,B,Rural,1
20524,0.752,16072,279140,0,0,0,99.82,9,D,Urban,1
51884,1,14608,177610,0,0,0,97.69,4,C,Urban,1
62186,1,17899,129150,1,1,0,99.5,4,D,Rural,0
82658,0.835,20453,292710,0,0,0,99.16,9,B,Rural,1
70758,0,11327,135080,0,0,0,99.68,12,A,Rural,1
57269,0.512,10963,171110,0,0,0,99.86,7,A,Rural,1
5878,0.896,17160,382590,4,0,0,99.37,21,A,Urban,1
24891,0.063,13145,195040,0,0,0,99.23,17,C,Urban,1
87320,0,17168,262560,0,0,0,99.89,8,D,Urban,1
8846,0.271,16070,247610,1,1,1,98.76,14,C,Urban,1
90098,0.005,30300,150080,0,0,0,99.89,10,A,Urban,1
50866,0.771,10593,212560,0,0,0,99.38,5,A,Urban,1
20067,0.262,12056,191120,0,0,0,99.17,13,C,Rural,1
3211,0.125,20089,150130,0,0,0,98.8,5,A,Rural,1
57767,0.005,23371,201820,0,0,0,99.51,21,C,Rural,1
69120,0.093,14979,115710,0,0,0,99.87,5,A,Urban,1
17512,0.479,21548,160530,0,1,0,98.3,29,C,Urban,1
60290,0.142,23369,118590,0,0,0,98.94,18,B,Rural,1
101984,0.846,16065,189950,1,0,0,99.74,6,B,Urban,1
15722,0.162,14612,275150,0,0,0,99.45,9,C,Urban,1
6120,1,15701,117530,0,3,1,99.65,3,A,Rural,0
75592,0.077,17892,129030,0,0,0,99.83,10,D,Rural,1
20620,0.431,13879,209500,0,0,0,99.2,5,E,Urban,1
70584,0.023,21547,105050,0,0,0,99.88,6,A,Urban,1
69342,0,24099,172630,0,0,0,99.61,9,A,Urban,1
39905,0.08,20812,274340,0,0,0,99.85,13,A,Urban,1
38027,0.009,22640,465030,0,0,0,99.06,28,B,Urban,1
50071,0.042,28478,240050,0,0,0,99.87,12,B,Urban,1
3962,0.972,17898,168760,0,0,0,98.61,8,C,Urban,1
93161,1,20820,105140,0,0,0,98.24,6,A,Urban,1
73827,0.265,11330,150130,0,0,0,99.65,6,D,Urban,1
18372,0.032,21544,184990,0,0,0,99,21,A,Rural,1
35207,0.075,17527,180120,1,2,0,99.68,22,D,Urban,0
112012,0.32,21183,211710,0,0,0,98.75,39,A,Urban,1
20648,0.363,24466,210050,3,0,0,99.22,19,A,Urban,1
56590,0.026,21177,485630,0,0,0,99.57,11,C,Rural,1
12991,0.954,11692,130080,0,0,0,99.69,5,A,Urban,1
103032,0.105,31034,65740,0,0,0,99.19,16,A,Urban,1
86280,0.075,18988,169280,1,0,0,99.41,17,C,Urban,1
35613,0.068,24463,550090,0,0,0,99.38,21,C,Urban,1
96359,0,19354,135070,0,0,0,98.66,15,A,Rural,1
25344,0.982,10232,73650,0,0,0,99.09,8,B,Rural,1
65889,0.003,21542,127240,0,0,0,99.76,7,A,Rural,1
108145,0.412,28113,45110,0,0,0,99.07,9,A,Rural,1
105292,0,12423,83980,0,0,0,,3,B,Rural,1
99777,0.171,20448,75080,0,0,0,98.64,8,A,Rural,1
93695,0.908,12785,54100,2,1,1,99.36,5,A,Urban,0
85129,0.033,19724,150100,0,0,0,98.63,10,A,Rural,1
7391,0.159,12051,144630,0,0,0,99.88,5,B,Rural,1
55463,0.03,21177,99070,0,0,0,98.53,15,A,Rural,1
8238,0.66,17893,225050,0,0,0,98.4,17,B,Rural,1
94589,0.03,18987,166160,0,0,0,99.29,10,B,Rural,1
74463,0.359,13154,159070,0,0,0,98.78,13,B,Urban,0
3980,0.025,17166,91570,0,0,0,98.96,12,A,Urban,1
61118,0.107,9499,48150,0,0,1,99.39,10,A,Urban,0
72508,0.883,19723,245110,0,0,0,98.78,15,C,Urban,1
65837,0.177,12425,213810,0,0,0,98.94,16,D,Urban,1
13899,0.113,12415,300030,0,0,0,99.6,9,C,Urban,1
20060,0.003,28114,120080,0,0,0,99.7,16,A,Urban,1
33141,0.52,17890,147120,0,0,0,98.12,12,C,Urban,1
3821,0.056,15704,181570,0,0,0,99.89,3,B,Urban,1
100996,0.339,16071,390060,1,0,0,99.04,15,C,Rural,1
21585,0.004,21180,87580,0,0,0,96.42,22,B,Rural,1
102883,1,18985,150070,0,0,0,99.88,9,A,Urban,1
111461,0.069,22643,42000,0,0,0,99.78,6,A,Urban,1
23520,0.074,21906,100870,0,0,0,99.07,12,A,Urban,1
88804,0.058,23006,494130,0,0,0,99.05,21,B,Urban,1
88042,0.489,27746,142950,0,0,0,99,11,A,Urban,1
98899,0.127,17534,193540,2,0,0,99.01,28,C,Rural,1
62463,0.111,12058,264100,0,0,0,99.12,9,B,Urban,1
49425,0.858,20082,150050,0,0,0,98.81,11,B,Rural,1
91134,0.034,29941,96150,0,0,0,99.69,15,A,Rural,1
5049,0.12,16072,200560,0,0,0,99.37,10,A,Urban,1
97918,0.17,12415,232590,0,0,0,99.35,7,C,Urban,0
36242,0.017,23734,75110,0,0,0,98.28,10,B,Rural,1
90,0.058,27387,212620,0,0,0,99.71,7,A,Urban,1
397,0.403,21180,1432580,0,0,0,99.5,16,C,Urban,1
84307,1,10226,72780,0,1,0,99.78,2,C,Rural,1
104170,0.028,20081,229630,0,0,0,98.77,15,A,Rural,1
78704,0.944,17895,627590,1,0,0,99.05,11,C,Urban,1
24360,0.043,15336,276140,0,0,0,98.82,18,D,Urban,0
10828,0.002,13876,200060,0,0,0,99.01,6,A,Rural,1
40465,0.05,15706,180910,0,0,0,99.12,7,A,Urban,1
65367,0.001,15703,30080,0,0,0,99.76,9,C,Rural,1
6249,0.022,23008,225110,0,0,0,99.34,19,A,Rural,1
49417,0.017,17168,106910,0,0,0,99.89,4,B,Urban,1
58,0.175,12781,135040,0,0,0,98.84,13,B,Rural,1
12018,0.836,14976,276120,1,0,0,98.31,14,C,Urban,0
108848,0.067,11328,90070,0,0,0,99.22,6,A,Urban,1
97549,0.04,24470,446360,0,0,0,99.89,5,A,Urban,1
86230,0.872,9503,78120,0,1,0,99.63,4,A,Rural,0
102699,0.421,14615,162610,1,0,1,99.86,4,A,Urban,1
81214,1,20087,100170,0,1,0,98.66,10,A,Urban,1
16895,0.759,9503,114050,0,0,0,99.63,8,A,Rural,1
5062,0.162,16804,462590,0,0,0,98.62,17,A,Urban,1
9451,1,12054,60120,1,0,0,98.19,8,D,Urban,0
41284,0.2,11688,110100,0,0,0,98.06,9,A,Urban,1
85222,1,21915,36080,0,0,0,,5,A,Urban,1
49818,0.012,24465,293070,0,0,0,99.16,18,A,Urban,1
22479,0.083,22275,231150,0,0,0,,3,A,Rural,1
81536,0.181,20454,103720,1,0,0,99.75,10,B,Urban,1
22052,1,18630,129950,0,4,0,99.86,2,D,Rural,1
14555,0.013,21544,389100,0,0,0,99.3,13,A,Urban,1
91821,0,12789,175050,0,0,0,98.89,14,B,Urban,1
91327,0.505,14975,127970,0,0,0,98.41,15,B,Rural,1
94885,0.053,25198,128570,0,0,0,96.9,13,A,Rural,1
57507,0.768,11688,256890,3,3,2,99.18,10,A,Rural,0
65401,0.853,17530,295130,0,0,0,99.25,7,B,Rural,1
92024,0.238,18258,342080,0,0,0,98.99,17,D,Urban,1
98136,0.274,10596,77380,0,0,0,99.46,10,A,Rural,1
135,0.194,25194,129080,0,0,0,99.6,7,A,Rural,1
95130,0.006,28482,114110,0,0,0,98.67,16,B,Rural,1
37584,0.161,14978,117070,0,0,1,99.05,10,C,Urban,1
103111,0.236,21542,102150,0,0,0,98.74,19,A,Rural,1
66148,0.903,19724,126150,0,0,0,99.14,8,A,Rural,1
25578,0.241,16802,180060,3,0,0,99.47,16,A,Urban,1
59878,0.962,12790,84040,2,0,0,98.42,13,A,Rural,1
84093,0.439,12417,81100,0,0,0,97.97,21,A,Rural,1
9339,0,16433,170080,1,0,0,99.32,8,B,Urban,1
58962,0.031,26660,130450,0,0,0,99.17,20,A,Rural,1
34667,0.212,21906,241080,0,0,0,99.3,7,C,Rural,1
50835,0.471,18261,104600,0,0,0,97.28,9,D,Rural,1
41348,0.255,23370,375100,0,0,0,99.62,10,B,Rural,1
90829,0.495,14975,113330,1,0,0,98.83,12,C,Urban,1
50422,0,15706,229030,0,0,0,99.23,13,C,Rural,1
64123,0.001,19720,328120,0,0,0,,6,B,Rural,1
88508,0.16,23731,230060,0,0,0,99.35,12,B,Rural,1
42646,0.023,26292,315040,0,0,0,99.89,7,A,Rural,1
95,0,11324,103000,0,0,0,98.45,7,A,Urban,1
26335,0.101,21175,316160,0,0,0,99.44,7,B,Rural,1
86282,0.142,19354,300080,0,0,0,99.51,8,A,Urban,1
20802,0.002,24465,290100,0,0,0,,6,A,Urban,1
14998,0.86,14250,161360,0,0,0,99.29,13,B,Urban,1
57935,0.018,24828,114090,0,0,0,99.58,17,A,Urban,1
65016,0.852,18256,201360,0,0,0,98.31,18,A,Rural,1
105152,0.902,18257,180150,1,1,2,98.92,19,C,Urban,0
85232,0.127,13875,217530,1,0,0,99.02,23,C,Rural,1
81440,0.084,19723,300130,0,0,0,99.18,17,C,Urban,1
105310,0.047,15706,315060,0,0,0,98.94,11,A,Rural,1
40722,0.044,20450,150130,0,0,0,99.23,12,A,Urban,1
52716,0.024,27390,128060,0,0,0,99.88,4,A,Urban,1
60714,0.2,18622,360120,0,0,0,99.22,11,B,Rural,1
52186,1,21906,57740,1,0,0,,2,A,Urban,1
76581,0.021,16068,99130,0,0,0,99.89,4,B,Urban,1
36693,0,21178,189030,0,0,0,99.88,6,A,Rural,1
36974,0.38,10230,48240,0,0,0,98.78,12,A,Urban,1
112306,0.195,14615,78050,0,0,0,98.41,10,A,Urban,1
75150,0.007,15700,247590,2,0,0,98.52,16,A,Rural,1
37788,0.957,14973,114110,1,0,0,99.53,5,D,Rural,0
35053,0.108,25564,90040,0,0,0,99.81,7,A,Rural,1
105145,0.07,28113,65610,0,0,0,99.29,16,A,Urban,1
29688,0.369,20448,98220,0,0,0,99.48,8,B,Urban,1
106771,0.59,21177,459090,0,0,0,99.56,7,C,Urban,1
60454,0.044,15707,282220,0,0,0,99.63,5,D,Urban,1
70707,0.141,23733,215700,0,0,0,99.14,17,B,Rural,1
61517,0.051,24826,262540,0,0,0,99.86,10,B,Rural,1
12716,1,13517,67560,0,0,0,99.86,2,A,Urban,1
45433,1,27390,129070,0,0,0,99.63,4,A,Urban,1
1772,0.116,24828,131070,0,0,0,99.46,8,A,Urban,1
21707,0.382,13877,243710,0,0,0,98.41,15,C,Urban,1
14882,0.388,22644,93320,2,0,1,99.07,9,A,Rural,1
110595,0.139,22278,133460,0,0,0,98.51,12,A,Urban,1
51309,0.806,17532,54130,0,0,0,98.37,12,A,Rural,1
78503,0.138,20081,116770,0,0,0,99.3,14,A,Urban,1
11366,0.511,23374,365050,1,0,0,98.81,27,A,Rural,0
83313,0.056,9865,173540,0,0,0,99.73,6,A,Rural,1
90832,0.047,27025,279300,0,0,0,99.03,10,E,Urban,1
83296,1,16439,195060,0,1,0,99.82,6,C,Rural,1
56342,0.103,19722,255570,1,0,0,99.35,7,C,Urban,1
712,0.083,16800,297000,0,0,0,99.43,7,C,Rural,1
16805,0.165,20084,480120,0,0,0,99.73,7,A,Urban,1
2386,0.877,19355,174610,0,0,0,99.05,10,C,Rural,1
100366,0.866,14244,66050,4,0,0,99.06,7,C,Urban,0
102408,0.357,17892,130020,0,0,0,98.86,15,A,Urban,1
7815,0,21914,335520,0,0,0,98.97,12,A,Urban,1
27445,0.012,13876,307750,0,0,0,99.89,15,A,Urban,1
2785,0.002,11692,150150,0,0,0,99.59,9,C,Urban,1
42250,0.018,21908,213310,0,0,0,99.14,12,A,Rural,1
96850,0.977,21178,151370,1,0,0,98.96,10,C,Urban,1
60762,0.291,10235,66030,0,0,0,98.21,10,B,Urban,1
104229,0.088,21178,365100,0,0,0,99.07,9,A,Rural,1
56570,0.027,12783,263020,0,0,0,99.35,8,D,Rural,1
93165,0.512,22280,192400,3,0,0,98.89,20,A,Rural,1
107766,1,17895,114580,0,1,2,99.25,5,D,Urban,1
56526,0.022,29573,240140,0,0,0,,6,A,Rural,1
41266,0.268,17167,109490,0,0,0,99.02,11,C,Urban,1
23996,0.341,22274,237540,2,0,0,98.15,19,A,Urban,1
17154,0.039,19360,195040,0,0,0,98.93,13,C,Urban,1
59170,0.319,8038,107650,0,0,0,,3,A,Urban,1
31702,0,16072,115100,0,0,0,97.83,21,C,Urban,1
66470,0.045,26292,182630,0,0,0,99.17,17,A,Urban,1
108572,0.154,16431,66120,0,1,1,97.89,9,B,Rural,0
88386,0.122,18259,198790,0,1,0,98.82,15,B,Rural,1
102542,0.263,18265,118570,0,0,0,98.81,19,A,Urban,1
53665,0.619,12780,384100,1,0,0,98.48,16,A,Urban,1
13300,0.915,16073,131350,2,2,0,98.75,5,B,Rural,0
4276,0.481,15340,87100,0,0,0,99.65,11,B,Urban,1
114037,0.523,17890,375050,0,0,0,99.16,11,A,Rural,1
87677,0.977,15710,180110,1,0,0,99.25,12,B,Urban,1
17778,0.563,21548,129060,0,0,0,98.41,17,A,Rural,1
67963,1,14240,72090,0,0,0,99.38,6,A,Rural,1
1581,0.036,18987,312570,0,0,0,99.78,9,B,Rural,1
10958,0.026,14243,168090,0,0,0,97.81,21,A,Urban,1
87242,0.174,12050,60100,0,0,0,98.01,16,A,Rural,1
47928,0.025,19360,125100,0,0,0,99.88,6,A,Urban,1
57282,0.065,23006,45080,0,0,0,98.95,13,B,Rural,1
44062,0.188,10964,276070,0,0,0,98.95,11,C,Urban,1
84615,0.8,12420,150080,0,0,0,97.98,7,B,Urban,1
111807,0.29,27380,233850,3,0,0,99.31,19,A,Rural,1
101254,0.027,16799,109230,0,0,0,99.37,14,A,Rural,1
59634,0.365,16803,165570,0,0,0,98.82,11,A,Urban,1
94792,0.074,30308,84040,0,0,0,99.83,10,A,Rural,1
94109,0.309,12420,108070,1,0,0,99.38,11,A,Rural,1
104704,1,10228,77760,0,0,1,99.53,3,B,Rural,0
9520,0,11690,59850,0,0,0,99.19,7,A,Urban,1
1716,0.046,20820,189030,0,0,0,99,10,B,Rural,1
103189,0.042,20082,287600,0,0,0,99.05,9,B,Rural,1
99875,0.551,18990,120040,0,0,0,99.44,6,C,Urban,1
75704,0.858,14975,385190,0,0,0,99.16,9,D,Rural,1
22344,0.141,24462,146330,0,0,0,99.62,9,A,Rural,1
111570,0.172,26287,234760,0,0,0,98.94,11,B,Rural,1
76790,0.416,17169,175470,0,0,0,98.34,16,C,Rural,1
113838,0.019,22643,157550,1,0,0,99.89,14,A,Urban,1
89560,1,12415,137630,2,1,1,99.66,7,D,Urban,0
90160,0.954,17526,156300,0,0,0,99.03,8,A,Urban,1
57248,1,23738,212590,0,0,0,,4,A,Rural,1
79304,0.485,13884,180120,3,0,0,98.89,7,C,Rural,0
19391,0.006,22642,630080,0,0,0,99.54,11,A,Urban,1
103401,0.087,19721,65120,0,0,0,99.44,7,A,Urban,0
23883,0.017,24828,315060,0,0,1,99.14,21,A,Urban,1
107196,0.056,18987,405080,0,0,0,99.16,15,B,Rural,1
4794,0,21183,201040,0,0,0,99.76,7,A,Rural,1
36708,0.458,12782,90090,0,0,0,98.84,9,B,Rural,1
17766,0.81,18261,126580,0,0,1,99.1,9,C,Rural,1
42754,0.059,16071,127690,0,0,0,99.22,14,B,Rural,1
33648,0.451,13513,151970,0,0,0,98.91,6,D,Urban,1
60704,0.112,15709,138000,0,0,0,98.24,8,C,Rural,0
70011,0.667,13878,131570,0,0,0,99.62,6,B,Rural,1
12261,0.955,10225,84080,0,0,0,99.11,15,A,Urban,1
68699,0.119,17900,75070,0,0,0,99.68,6,A,Urban,1
48261,0.064,24462,309260,0,0,0,99.66,9,A,Urban,1
61071,0.009,13513,60130,1,0,0,97.61,7,C,Rural,1
103753,0.798,23008,38210,0,0,0,97.56,8,A,Urban,1
31143,1,12054,150070,0,0,0,97.39,7,A,Rural,1
43143,0.61,10600,153930,0,0,0,98.89,9,B,Urban,1
9078,0.798,13513,77550,0,0,0,99.25,7,C,Rural,1
62064,0.048,31032,180100,0,0,0,99.88,6,A,Rural,1
54500,0.721,13882,236260,1,0,0,98.01,12,B,Rural,1
108288,1,11327,45150,0,0,0,99.34,6,A,Urban,1
40810,0.326,21540,290940,0,0,0,98.56,20,B,Rural,1
11635,0.385,13155,183000,0,0,0,98.88,10,B,Urban,1
30853,0.462,18988,250680,0,0,0,99.46,10,C,Urban,1
59687,0.009,15708,273140,0,0,0,99.52,14,C,Urban,1
7632,0.231,18621,100640,0,0,0,99.82,5,C,Urban,1
20108,0.115,18256,300150,1,0,0,98.49,14,D,Urban,1
30984,0.043,26656,75070,0,0,0,99.87,6,B,Rural,1
65981,0.966,25198,77570,0,0,0,,16,A,Rural,1
88928,0.649,21178,348070,0,0,0,98.4,18,B,Rural,1
76154,0.848,15345,299930,0,0,0,98.74,10,B,Rural,1
83327,0.67,21912,600030,0,0,0,98.72,25,B,Rural,1
70390,0.156,15706,240090,0,0,0,99.61,35,B,Urban,1
46498,0.952,18995,144110,0,0,0,98.95,8,B,Urban,1
84153,0.148,19355,199140,0,0,0,99.23,10,C,Urban,1
1565,0.115,16438,300130,0,0,0,96.88,18,E,Urban,1
14941,0.811,18626,450040,0,0,0,,13,A,Rural,1
5007,0.444,24096,71620,0,0,0,98.73,8,A,Rural,1
44013,0.1,20813,285100,0,0,0,99.17,10,C,Rural,1
76951,0.059,21179,246310,0,0,0,99.59,12,A,Rural,1
65418,0.76,17890,401650,1,0,0,99.18,10,C,Rural,1
47482,0.183,16798,69870,0,0,0,99.54,7,A,Urban,1
107060,0,8408,27080,0,0,0,,3,A,Urban,1
34119,0.178,16065,225090,0,0,0,99.24,10,C,Rural,1
50773,0.123,13513,93270,0,0,0,99.33,11,C,Urban,1
59573,0.018,18985,150710,0,0,0,99.42,10,A,Urban,1
83761,0.876,10230,99040,0,0,0,99.57,6,A,Urban,1
33015,0.371,21179,545530,0,0,0,98.97,11,B,Rural,1
33303,0.873,16075,1534340,0,2,0,99.85,9,D,Urban,0
702,0.625,19718,197340,0,0,0,98.64,15,B,Urban,1
4337,0.892,20812,375110,0,0,0,98.75,14,C,Urban,1
49243,0,22636,111050,0,0,0,97.45,16,C,Rural,1
77358,0.113,22641,154060,0,0,0,99.2,23,A,Urban,1
99533,0.366,17532,330140,0,0,0,98.8,17,E,Rural,1
37935,1,16432,170140,1,3,1,99.68,5,C,Rural,0
64590,0.036,26285,120100,0,0,0,99.75,10,A,Urban,1
88793,0.459,22279,342550,0,0,0,99.25,10,B,Urban,1
26237,0.711,13153,188530,0,0,0,99.44,8,B,Urban,1
93875,0.049,21183,260080,0,0,0,98.04,18,A,Urban,1
96378,0.004,15709,178830,0,0,0,98.57,8,A,Urban,1
39103,0.505,16440,357880,1,0,0,98.14,18,C,Urban,1
46163,0.003,20810,140760,0,0,0,99.89,14,A,Urban,1
26701,0.156,20810,142140,0,0,0,98.44,14,A,Urban,1
35437,0,24467,73540,0,0,0,,7,A,Rural,1
76044,0.095,16069,210130,0,0,0,98.75,11,B,Rural,1
13951,0.115,16437,167890,0,0,0,99.23,7,C,Urban,1
5865,0,17534,133400,0,0,0,97.32,8,B,Urban,1
11459,0.11,25930,150120,0,0,0,99.44,11,A,Urban,1
64716,0.027,14607,300150,0,0,0,99.62,10,B,Urban,1
59912,0.639,13513,325640,0,0,0,99.38,14,D,Urban,0
88759,0.967,27021,150100,1,0,0,99.28,6,A,Urban,1
50698,0.031,28481,132090,0,0,0,99.28,7,A,Rural,1
108473,0.108,16433,76440,0,0,0,98.69,10,C,Urban,1
7399,1,9865,105060,0,0,0,,3,A,Urban,1
